"source,""target"",""similarity"",""setnence_num_target"",""target_sent"",""source_sent""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.126203277056165,58,""The air bites shrewdly";" it is very cold."",""So please you, something touching the Lord Hamlet.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.320005284068624,410,""Eyes without feeling, feeling without sight, Ears without hands or eyes, smelling sans all, Or but a sickly part of one true sense Could not so mope."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.375370003061386,411,""O shame, where is thy blush?"",""Could beauty, my lord, have better commercethan with honesty?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.515315261368903,412,""Rebellious hell, If thou canst mutine in a matron's bones, To flaming youth let virtue be as wax And melt in her own fire."",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.31373266339635,413,""Proclaim no shame When the compulsive ardor gives the charge, Since frost itself as actively doth burn, And reason panders will."",""And hath given countenance to his speech, my lord, With almost all the holy vows of heaven.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.349614331723359,414,""Nay, but to live In the rank sweat of an enseamèd bed, Stewed in corruption, honeying and making love Over the nasty sty!"",""Could beauty, my lord, have better commercethan with honesty?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.456537362864785,415,""A murderer and a villain, A slave that is not twentieth part the tithe Of your precedent lord";" a vice of kings, A cutpurse of the empire and the rule, That from a shelf the precious diadem stole And put it in his pocket-"",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.470323599136452,416,""A king of shreds and patches- Save me and hover o'er me with your wings, You heavenly guards!-What would your gracious figure?"",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.467499928592848,417,""Do you not come your tardy son to chide, That, lapsed in time and passion, lets go by Th' important acting of your dread command?"",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.39770737876552,418,""How is it with you, lady?"",""Good my lord, How does your Honor for this many a day?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.477729417744861,419,""Look you how pale he glares."",""Then goes he to the length of all his arm, And, with his other hand thus o'er his brow, He falls to such perusal of my face As he would draw it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.392227426663265,420,""His form and cause conjoined, preaching to stones, Would make them capable."",""And hath given countenance to his speech, my lord, With almost all the holy vows of heaven.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.371868154877394,421,""Do not look upon me, Lest with this piteous action you convert My stern effects."",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.362708816645714,422,""Then what I have to do Will want true color-tears perchance for blood."",""My lord, I have remembrances of yours That I have longèd long to redeliver.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.391797919607859,423,""Do you see nothing there?"",""O, woe is me T' have seen what I have seen, see what I see!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.261642966372823,424,""Nor did you nothing hear?"",""I think nothing, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.309034118997183,425,""Why, look you there, look how it steals away!"",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.336604322856019,426,""My father, in his habit as he lived!"",""My lord, I have remembrances of yours That I have longèd long to redeliver.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.437200381373913,427,""Look where he goes even now out at the portal!"",""O, help him, you sweet heavens!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.34707501225751,428,""My pulse as yours doth temperately keep time And makes as healthful music."",""You are as good as a chorus, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.280314447227457,429,""It is not madness That I have uttered."",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.270842866605799,430,""Bring me to the test, And I the matter will reword, which madness Would gambol from."",""I do not know, my lord, what I should think.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.461565025037821,431,""Mother, for love of grace, Lay not that flattering unction to your soul That not your trespass but my madness speaks."",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.264259311274925,432,""It will but skin and film the ulcerous place, Whiles rank corruption, mining all within, Infects unseen."",""Madam, I wish it may.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.357348144700416,433,""Confess yourself to heaven, Repent what's past, avoid what is to come, And do not spread the compost on the weeds To make them ranker."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.473451599461456,434,""Forgive me this my virtue, For, in the fatness of these pursy times, Virtue itself of vice must pardon beg, Yea, curb and woo for leave to do him good."",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.251079767971806,435,""O, throw away the worser part of it, And live the purer with the other half!"",""O, help him, you sweet heavens!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.23904393190147,436,""But go not to my uncle's bed."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.351040177016368,437,""Assume a virtue if you have it not."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.375576216982375,438,""That monster, custom, who all sense doth eat, Of habits devil, is angel yet in this, That to the use of actions fair and good He likewise gives a frock or livery That aptly is put on."",""Could beauty, my lord, have better commercethan with honesty?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.356548085201298,439,""Refrain tonight, And that shall lend a kind of easiness To the next abstinence, the next more easy";" For use almost can change the stamp of nature And either  the devil or throw him out With wondrous potency."",""I shall the effect of this good lesson keep As watchman to my heart.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.368568810831598,440,""Once more, good night, And, when you are desirous to be blest, I'll blessing beg of you."",""Good my lord, How does your Honor for this many a day?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.548319978564958,441,""For this same lord I do repent";" but heaven hath pleased it so To punish me with this and this with me, That I must be their scourge and minister."",""I shall obey, my lord.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.457006786998164,442,""I will bestow him and will answer well The death I gave him."",""O, help him, you sweet heavens!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.333735864204522,443,""I must be cruel only to be kind."",""Could beauty, my lord, have better commercethan with honesty?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.303865044125719,444,""This bad begins, and worse remains behind."",""I shall the effect of this good lesson keep As watchman to my heart.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.405561883578303,445,""One word more, good lady."",""Indeed, my lord, you made me believe so.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.399270883844052,446,""Not this by no means that I bid you do: Let the bloat king tempt you again to bed, Pinch wanton on your cheek, call you his mouse, And let him, for a pair of reechy kisses Or paddling in your neck with his damned fingers, Make you to ravel all this matter out That I essentially am not in madness, But mad in craft."",""O, help him, you sweet heavens!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.383464976323004,447,""'Twere good you let him know, For who that's but a queen, fair, sober, wise, Would from a paddock, from a bat, a gib, Such dear concernings hide?"",""Will he tell us what this show meant?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.300321762106954,448,""No, in despite of sense and secrecy, Unpeg the basket on the house's top, Let the birds fly, and like the famous ape, To try conclusions, in the basket creep And break your own neck down."",""Will he tell us what this show meant?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.378918246496861,449,""I must to England, you know that."",""You are keen, my lord, you are keen.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.379759090632966,450,""There's letters sealed"; and my two schoolfellows, Whom I will trust as I will adders fanged, They bear the mandate;" they must sweep my way And marshal me to knavery."",""I shall obey, my lord.""";;
"#Ophelia_Ham,""#Hamlet_Ham"",0.240550231700636,451,""Let it work, For 'tis the sport to have the enginer Hoist with his own petard";" and 't shall go hard But I will delve one yard below their mines And blow them at the moon."",""You are keen, my lord, you are keen.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.309637420708832,452,""O, 'tis most sweet When in one line two crafts directly meet."",""Nay, 'tis twice two months, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.453595833852425,453,""This man shall set me packing."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.308209569197154,454,""I'll lug the guts into the neighbor room."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.42887145053827,455,""This counselor Is now most still, most secret, and most grave, Who was in life a foolish prating knave.- Come, sir, to draw toward an end with you.- Good night, mother."",""And I, of ladies most deject and wretched, That sucked the honey of his musicked vows, Now see that noble and most sovereign reason, Like sweet bells jangled, out of time and harsh";" That unmatched form and stature of blown youth Blasted with ecstasy.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.659393323779582,456,""Who calls on Hamlet?O, here they come."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.262313130201129,457,""Compounded it with dust, whereto 'tis kin."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.354876687992377,458,""That I can keep your counsel and not mineown."",""What means this, my lord?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.35832109574025,459,""Besides, to be demanded of a sponge, whatreplication should be made by the son of a king?"",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.409824778642486,460,""Ay, sir, that soaks up the King's countenance,his rewards, his authorities."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.219947863621926,461,""But such officers do theKing best service in the end."",""Good my lord, How does your Honor for this many a day?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.455036384807041,462,""He keeps them like anape an apple in the corner of his jaw, first mouthed,to be last swallowed."",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.355814174354434,463,""When he needs what you havegleaned, it is but squeezing you, and, sponge, youshall be dry again."",""O, help him, you sweet heavens!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.299426112975041,464,""I am glad of it."",""My honored lord, you know right well you did, And with them words of so sweet breath composed As made the things more rich.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.30987854332247,465,""A knavish speech sleeps in afoolish ear."",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.319362713419624,466,""The body is with the King, but the King is notwith the body."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.398800738887373,467,""The King is a thing-"",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.269498820278582,468,""Not where he eats, but where he is eaten."",""O, help him, you sweet heavens!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.197942549859414,469,""Acertain convocation of politic worms are e'en athim."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.26953001027211,470,""Your worm is your only emperor for diet."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.27156535846133,471,""Wefat all creatures else to fat us, and we fat ourselvesfor maggots."",""O, my lord, my lord, I have been so affrighted!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.251536772836948,472,""Your fat king and your lean beggar isbut variable service-two dishes but to one table.That's the end."",""You are keen, my lord, you are keen.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.283177427498641,473,""A man may fish with the worm that hath eatof a king and eat of the fish that hath fed of thatworm."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.382256296441563,474,""Nothing but to show you how a king may go aprogress through the guts of a beggar."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.422762881089171,475,""If your messengerfind him not there, seek him i' th' otherplace yourself."",""O, help him, you sweet heavens!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.393470544047435,476,""But if, indeed, you find him notwithin this month, you shall nose him as you go upthe stairs into the lobby."",""O, help him, you sweet heavens!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.316682876149468,477,""He will stay till you come."",""O, help him, you sweet heavens!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.315624347150022,478,""I see a cherub that sees them."",""O, woe is me T' have seen what I have seen, see what I see!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.346766855312407,479,""Father and mother is man and wife, Man and wife is one flesh, and so, my mother.- Come, for England."",""What means this, my lord?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.331060070620958,480,""Good sir, whose powers are these?"",""What means this, my lord?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.488146338136043,481,""How purposed, sir, I pray you?"",""What means this, my lord?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.265437339904046,482,""Goes it against the main of Poland, sir, Or for some frontier?"",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.197855372967413,483,""Why, then, the Polack never will defend it."",""But, good my brother, Do not, as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puffed and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.285918413072708,484,""Two thousand souls and twenty thousand ducats Will not debate the question of this straw."",""I do not know, my lord, what I should think.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.43062727792948,485,""This is th' impostume of much wealth and peace, That inward breaks and shows no cause without Why the man dies.-I humbly thank you, sir."",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.252152446502497,486,""I'll be with you straight."",""You are merry, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.3508387247924,487,""How all occasions do inform against me And spur my dull revenge."",""Good my lord, How does your Honor for this many a day?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.324739824130828,488,""What is a man If his chief good and market of his time Be but to sleep and feed?"",""He hath, my lord, of late made many tenders Of his affection to me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.444662927391979,489,""Sure He that made us with such large discourse, Looking before and after, gave us not That capability and godlike reason To fust in us unused."",""And hath given countenance to his speech, my lord, With almost all the holy vows of heaven.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.371057299795679,490,""Now whether it be Bestial oblivion or some craven scruple Of thinking too precisely on th' event (A thought which, quartered, hath but one part wisdom And ever three parts coward), I do not know Why yet I live to say ""This thing's to do,"" Sith I have cause, and will, and strength, and means To do 't."",""I shall obey, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.475206787770757,491,""Examples gross as Earth exhort me: Witness this army of such mass and charge, Led by a delicate and tender prince, Whose spirit with divine ambition puffed Makes mouths at the invisible event, Exposing what is mortal and unsure To all that fortune, death, and danger dare, Even for an eggshell."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.340902879315699,492,""Rightly to be great Is not to stir without great argument, But greatly to find quarrel in a straw When honor's at the stake."",""Good my lord, How does your Honor for this many a day?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.375246841452937,493,""How stand I, then, That have a father killed, a mother stained, Excitements of my reason and my blood, And let all sleep, while to my shame I see The imminent death of twenty thousand men That for a fantasy and trick of fame Go to their graves like beds, fight for a plot Whereon the numbers cannot try the cause, Which is not tomb enough and continent To hide the slain?"",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.410181874467404,494,""O, from this time forth My thoughts be bloody or be nothing worth!"",""I do not know, my lord, what I should think.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.299907705616948,495,""Has this fellow no feeling of his business?"",""At last, a little shaking of mine arm, And thrice his head thus waving up and down, He raised a sigh so piteous and profound As it did seem to shatter all his bulk And end his being.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.33205391961592,496,""The hand of little employmenthath the daintier sense."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.341713363473264,497,""That skull had a tongue in it and could singonce."",""By his cockle hat and staff And his sandal shoon.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.374029204568814,498,""How the knave jowls it to the ground as if'twere Cain's jawbone, that did the first murder!This might be the pate of a politician which this assnow o'erreaches, one that would circumvent God,might it not?"",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.474270885362834,499,""Or of a courtier, which could say ""Goodmorrow, sweet lord!"",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.576238534739617,500,""How dost thou, sweet lord?""This might be my Lord Such-a-one that praised myLord Such-a-one's horse when he went to beg it,might it not?"",""What means this, my lord?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.360813001537775,501,""And now my Lady Worm's,chapless and knocked about the mazard with asexton's spade."",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.339619335976575,502,""Here's fine revolution, an we hadthe trick to see 't."",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.218728262306149,503,""Did these bones cost no more thebreeding but to play at loggets with them?"",""They say the owl was abaker's daughter.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.3198630281398,504,""Mineache to think on 't."",""I think nothing, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.262014262763617,505,""Why may not that be theskull of a lawyer?"",""And so I thank you for your good counsel.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.332537750814887,506,""Where be his quiddities now, hisquillities, his cases, his tenures, and his tricks?"",""They bore him barefaced on the bier, Hey non nonny, nonny, hey nonny, And in his grave rained many a tear.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.329125342261025,507,""Whydoes he suffer this mad knave now to knock himabout the sconce with a dirty shovel and will not tellhim of his action of battery?"",""By his cockle hat and staff And his sandal shoon.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.304272834433616,508,""Hum, this fellow mightbe in 's time a great buyer of land, with his statutes,his recognizances, his fines, his double vouchers,his recoveries."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.245880044712964,509,""Is this the fine of his fines and therecovery of his recoveries, to have his fine pate fullof fine dirt?"",""It is the false steward that stole his master'sdaughter.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.24798023148382,510,""Will his vouchers vouch him no moreof his purchases, and double ones too, than thelength and breadth of a pair of indentures?"",""Could beauty, my lord, have better commercethan with honesty?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.450655504888453,511,""The veryconveyances of his lands will scarcely lie in this box,and must th' inheritor himself have no more, ha?"",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.241082142670298,512,""Is not parchment made of sheepskins?"",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.263831612065304,513,""They are sheep and calves which seek outassurance in that."",""My lord, I do not know, But truly I do fear it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.41514735611493,514,""I will speak to this fellow.-Whose grave's this, sirrah?"",""Good my lord, How does your Honor for this many a day?""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.431016097153051,515,""I think it be thine indeed, for thou liest in 't."",""Indeed, without an oath, I'll make an end on 't: By Gis and by Saint Charity, Alack and fie for shame, Young men will do 't, if they come to 't";" By Cock, they are to blame.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.459947281769962,516,""Thou dost lie in 't, to be in 't and say it is thine.'Tis for the dead, not for the quick";" therefore thouliest."",""The courtier's, soldier's, scholar's, eye, tongue, sword, Th' expectancy and rose of the fair state, The glass of fashion and the mold of form, Th' observed of all observers, quite, quite down!""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.370048281504746,517,""What man dost thou dig it for?"",""You are keen, my lord, you are keen.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.462911013792769,518,""Who is to be buried in 't?"",""They bore him barefaced on the bier, Hey non nonny, nonny, hey nonny, And in his grave rained many a tear.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.318997260104782,519,""How absolute the knave is!"",""O, what a noble mind is here o'erthrown!""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.396458170823121,520,""We must speak bythe card, or equivocation will undo us."",""Pray let's have no words of this, but whenthey ask you what it means, say you this:""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.361600528652455,521,""By theLord, Horatio, this three years I have took note ofit: the age is grown so picked that the toe of thepeasant comes so near the heel of the courtier, hegalls his kibe.-How long hast thou beengrave-maker?"",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.316055548116101,522,""How long is that since?"",""Nay, 'tis twice two months, my lord.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.40355861264711,523,""Ay, marry, why was he sent into England?"",""My lord, he hath importuned me with love In honorable fashion-""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.417227652424816,524,""How long will a man lie i' th' earth ere he rot?"",""He is dead and gone, lady, He is dead and gone";" At his head a grass-green turf, At his heels a stone.""";;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.356071483859633,525,""Why he more than another?"",""c(""""And will he not come again?"""", """"And will he not come again?"""")""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.490119090255944,526,""I knew him, Horatio-a fellow of infinitejest, of most excellent fancy."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.4977679958864,527,""He hath bore me on hisback a thousand times, and now how abhorred inmy imagination it is!"",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.351973251540194,528,""My gorge rises at it."",""You are keen, my lord, you are keen.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.319314187565599,529,""Here hungthose lips that I have kissed I know not how oft.Where be your gibes now?"",""He hath, my lord, of late made many tenders Of his affection to me.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.359956879317246,530,""your flashes of merriment that were wont toset the table on a roar?"",""I wouldgive you some violets, but they withered all whenmy father died.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.339764787744157,531,""Not one now to mock yourown grinning?"",""Then goes he to the length of all his arm, And, with his other hand thus o'er his brow, He falls to such perusal of my face As he would draw it.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.41671100030419,532,""Now get you to mylady's chamber, and tell her, let her paint an inchthick, to this favor she must come."",""Then up he rose and donned his clothes And dupped the chamber door, Let in the maid, that out a maid Never departed more.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.49684558283284,533,""Make her laughat that.-Prithee, Horatio, tell me one thing."",""So please you, something touching the Lord Hamlet.""";;;;
"#Ophelia_Ham,""#Hamlet_Ham"",0.347712122947971,534,""Dost thou think Alexander looked o' thisfashion i' th' earth?"",""My lord, as I was sewing in my closet, Lord Hamlet, with his doublet all unbraced, No hat upon his head, his stockings fouled, Ungartered, and down-gyvèd to his ankle, Pale as his shirt, his knees knocking each other, And with a look so piteous in purport As if he had been loosèd out of hell To speak of horrors-he comes before me.""";;;;
